FundingOrgName,Department,Title,StartDate,EndDate,Status,GTRProjectUrl,FundingAmount
MRC,Unlisted,Human fetal mesenchymal stem cell fate after intrauterine transplantation,04/01/2005,03/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0300340,194233.0
MRC,Sch of Physics & Astronomy,Non-invasive monitoring of the effect of biologically targeted anticancer drugs by Raman spectroscopy,03/04/2007,02/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0601750,69471.0
BBSRC,Oxford NanoLabs Ltd,Nanopore biosensor for prion detection,03/04/2006,02/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/D525399/1,193544.0
ESRC,Imperial College Business School,Structured Exposures and Loan Loss Distributions,02/04/2006,02/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=RES-000-22-1711,45042.0
EPSRC,Earth Science and Engineering,Fabrication of re-usable materials based on mineral particulates,03/04/2006,02/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/D027942/1,103676.0
EPSRC,Computer Science,Towards Autonomous Robotic Systems 2007,02/10/2007,01/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/F019386/1,6245.0
EPSRC,Sch of Chemistry,"Achieving 1,4-Additions to 'Impossible' Substrates",02/04/2007,01/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E030092/1,94053.0
ESRC,Law,"Fauzia Shariff, Postdoctoral Fellowship 2006: Inequality, Legal Pluralism and Everyday Resistance",02/04/2007,01/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E019315/1,65808.0
BBSRC,Psychology,Episodic memory and memory for what where and when in the rat.,02/10/2006,01/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/D008158/1,70687.0
BBSRC,Contracts,Flow Cytrometry,01/04/2007,01/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BBS/E/F/00042246,64700.0
AHRC,Architecture and Civil Engineering,Digital Tools for Partcipative Design - a Pilot Study,02/04/2007,01/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/D503930/1,119715.0
MRC,Unlisted,Selective depletion of allo-reactive T-cells to improve anti-viral and anti-leukaemic responses post haplo-identical ste,02/01/2005,01/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G84/6590,201346.0
MRC,Department of Cellular and Molecular Sci,CCR5 and CXCR4 tropism and CD4 kinetics in HIV-1 infection,02/04/2006,01/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0500628,264336.0
AHRC,Postgrad Sch of Crit Theory & Cult Stud,Modernist Magazines: A critical and cultural history,01/03/2006,01/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=119175/1,290045.0
ESRC,Norwich Medical School,Caf&eacute; - Changes Around Food Experience (impact of reduced contact with food on social engagement and wellbeing of older w,02/04/2007,01/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E017568/1,79355.0
ESRC,Speech and Hearing Sciences,Looking variation and change in the mouth: developing the sociolinguistic potential of Ultrasound Tongue Imaging,01/01/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E011829/1,77418.0
BBSRC,Computer Science,A robot scientist for yeast systems biology,01/01/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/D00425X/1,587289.0
AHRC,Linguistics,Celtic negation in historical and crosslinguistic perspective,01/01/2008,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F004346/1,18359.0
ESRC,Law,Transplantation and the Organ Deficit in the UK: Pragmatic Solutions to Ethical Controversy,01/10/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=RES-451-25-4341,14611.0
ESRC,Division of Health Research,Landscapes of Care: An international study of informal care and care support.,01/04/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E011764/1,50581.0
BBSRC,Unlisted,Determining the factors that contribute to soil resilience and its ability to sustain vital functions in managed landscapes across a range of scales,01/04/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=BBS/E/G/00003015,1721351.0
AHRC,Italian,Women and Grammar in the History of Linguistic Thought: The Case of Italy (16th-19th c.),01/01/2008,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F003595/1,17070.0
EPSRC,Materials,Diamond microstructures for quantum information technologies,01/11/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/F024525/1,42697.0
BBSRC,Plant Genetics and Breeding,A Cryosectioning and Laser Microdissection Facility for Gene Metabolite and Protein Profiling from Pure Populations of Cells and Cell Types,01/05/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E012612/1,141200.0
NERC,Unlisted,A New Mechanism for Generation of Internal Waves,01/04/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=NE/E01030X/1,46779.0
ESRC,Psychology,Investigation of the mechanisms of neonatal imitation,01/08/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E005020/1,80010.0
EPSRC,Civil Engineering and Geosciences,SKCC: Sustaining Knowledge for a Changing Climate,01/04/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/D075017/1,350757.0
ESRC,International Politics,Europeanising the nation? Minority nationalist parties and the challenges of adapting to Europe,01/04/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E015212/1,56647.0
EPSRC,Materials Science and Engineering,"Stoichiometry, Stability and Phase Equilibria of CaCu3Ti4O12 (CCTO) High Permittivity Ceramics",01/04/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E065783/1,81227.0
BBSRC,Unlisted,Scale-free olfactory-driven foraging,01/04/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=BBS/E/C/00004770,42164.0
MRC,Food and Nutritional Sciences,The modulation of catecholamine-thiol adduct-induced neuronal injury by flavonoids and their metabolites,01/04/2005,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0400278,237790.0
BBSRC,Plant Genetics and Breeding,BBSRC Targeted Priority Studentships - 2006,01/10/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E527563/1,212460.0
BBSRC,Institute of Human Genetics,A state of the art multiparametric flow cytometry analysis system for multidisciplinary stem cell research,01/04/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E012841/1,251512.0
AHRC,School of the Arts,Winter Growing Fields: Landscape and Estrangement,01/01/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E510418/1,16759.0
EPSRC,Computer Science,Development of Multilevel Monte Carlo Algorithms for Mathematical Finance,01/01/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E031455/1,74574.0
BBSRC,Unlisted,"Genetics and mechanisms of resistance to diseases caused by viral and fungal pathogens in wheat, barley and related plant species",01/04/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=BBS/E/C/00004880,169812.0
AHRC,Philosophy,Cognitive Alienation. A New Approach to the Problem of Scepticism,01/01/2008,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F003919/1,22429.0
AHRC,Hamilton Kerr Institute,Winsor &amp; Newton Colourman's Manuscript Archive: Page-Image Database of Historic Recipes for Paint Making,01/01/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=112330/1,314105.0
EPSRC,Engineering,Follow On: The development of engineering applications for bulk (RE)BCO superconductors,01/12/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E500927/1,82694.0
AHRC,Sch of Art & Design,Creative Transformations,01/09/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E508308/1,12046.0
ESRC,Sch of Psychology,Repetition priming in single and mixed task contexts,10/11/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E016235/1,79025.0
MRC,UNLISTED,Clinical Research in the UK - National Prion Cohort,01/05/2004,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0400713,2145688.0
ESRC,Engineering,Rocket Car Derby,01/03/2008,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=RES-168-26-0163,1966.0
BBSRC,Sch of Biological Sciences,Live cell imaging for infectious disease research,01/04/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E012442/1,242416.0
MRC,Biochemistry,"Design, synthesis and characterisation of agonists for collagen receptors",01/04/2005,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0400701,325644.0
MRC,UNLISTED,Genomic interpretation in Caenorhabditis elegans,01/04/2000,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=G9703688,16400.0
BBSRC,Biological Sciences,High throughput genomics,01/04/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E01268X/1,92854.0
ESRC,Sir Alister Hardy Found for Ocean Sci,Naming Nature,01/03/2008,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=RES-168-26-0138,700.0
ESRC,Economics,"New methods for forecasting inflation and its sub-components: Applications to the UK, USA and South Africa",01/12/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E013120/1,79857.0
BBSRC,Photon Science,Towards a complete structure-function description of the denitrification pathway,01/08/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/D016290/1,365305.0
MRC,UNLISTED,Selection and directed evolution of enzymes for the inactivation of chemical warfare agents,01/04/2005,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0400537,77552.0
BBSRC,Dept of Physics,Development of a single channel hyperspectral fluorescence lifetime instrument,01/01/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E000495/1,98275.0
EPSRC,Technology,Fast High-resolution 6D X-ray Micro-beam Characterisation,02/01/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E032605/1,86044.0
BBSRC,Structural Molecular Biology,Structural analyses of multicomponent protein complexes by analytical ultracentrifugation,01/04/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E013104/1,126933.0
AHRC,English,We are seven: the discovery of the people in late eighteenth-century England,01/01/2008,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F006004/1,21976.0
BBSRC,Soil Environmental and Ecological Sci,Selecting genes for function: Exploiting genetic diversity in grasses to manage the biophysical interactions in grassland soils,01/04/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/D011612/1,385865.0
NERC,Lancaster Environment Centre,Visualisation of Nanoparticles in the Environment,01/12/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=NE/E015018/1,19668.0
ESRC,Sch of Education and Social Work,User Engagement in Research Findings on Early Career Learning at Work,01/06/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=RES-139-25-0255,23195.0
EPSRC,Sch of Informatics,eSTORM3 : e-Science Technical OpeRations Meetings 3,01/04/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/D054605/1,507745.0
ESRC,Education,The Europeanization of Citizenship through Education: Politics and Policymaking in Ireland,01/04/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E002749/1,66842.0
AHRC,"School of Art, Design and Media","'Sextiles' - twelve critically-creative essays examining how textiles mobilise, mimic and masquerade sex...",01/04/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E50891X/2,10088.0
ESRC,School of Geography and Geosciences,Monitoring your local environmental change (Fife),01/03/2008,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=RES-168-26-0133,1953.0
MRC,Neuroscience Physiology and Pharmacology,Mechanisms underlying GABA-A receptor inhibitory synapse construction and function,01/10/1997,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=G9603438,3139365.0
MRC,Biology and Biochemistry,The role of oriented cell division and cell polarity in establishing cell fate diversity in the early vertebrate embryo,01/10/2003,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=G120/844,644364.0
MRC,Institute of Public Health,Supported Adherence to Medication,01/04/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0500267,195240.0
AHRC,Social Sciences,"Making the connections: the arts, migration and diaspora",01/04/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=119478/1,20529.0
BBSRC,School of Psychology,High-resolution multimodal imaging for multisensory interactions,01/04/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E012604/1,65691.0
AHRC,English and Comparative Literature,Autobiography: Between Colonialism and Postcolonialism,01/01/2008,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F00172X/1,23980.0
ESRC,Physics,Dinosaurs from Dust - The World's Most Powerful Particle Smasher,01/03/2008,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=RES-168-26-0148,1906.0
BBSRC,Unlisted,Linking function to process: developing methods to explore the link between microbial function and biogeochemical cycling in soils,01/04/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=BBS/E/C/00004881,105071.0
EPSRC,Physics and Astronomy,Protein Manipulation in Lipid Bilayers using Surface Acoustic Waves,01/10/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E015530/1,187837.0
ESRC,Sch of Social Sciences,Regulatory innovation of a contested technology zone: follow-up study of human tissue engineering in the UK and EU,01/04/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E001823/1,70654.0
ESRC,Centre for Research in Ethnic Relations,Muslim Religious Authority in Western Europe,01/10/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=RES-173-27-0045,33537.0
EPSRC,Chemistry,Spatial Control of Semiconductor Band Gaps: A Feasibility Study,01/05/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E01657X/2,13410.0
EPSRC,Sch of Engineering,Phase II WIMRC,01/10/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E002773/1,8038191.0
AHRC,Music,Soviet Music Criticism,01/01/2008,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F004524/1,20497.0
ESRC,Human Communication Science,Business Engagement Award,01/07/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=RES-185-31-0001,55572.0
ESRC,Biological and Environmental Sciences,Exposure: Understanding living in extreme environments,01/03/2008,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=RES-168-26-0141,1950.0
AHRC,Faculty of Arts,"Carnival, comedy and festival in early modern Europe: theatrical writings of the physicians Hippolytus Guarinonius and Felix and Thomas II Platter",01/04/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E510922/1,16384.0
AHRC,Management,The Discipline of Creativity: Exploring the Paradox,01/10/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E508456/1,12146.0
EPSRC,Computing & Communications,Towards Robust Attack Detection in Wireless Mesh Networks,01/11/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/F038496/1,20906.0
MRC,School of Biosciences,Novel Protocols for Magnetic Resonance Imaging of Stem Cell Transplants in the Brain,01/12/2004,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0300261,317437.0
AHRC,Architectural Studies,"East Asian influence on modern architecture in Europe, 1918-1939",01/03/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=119293/1,88387.0
AHRC,English Literature,"Darwinism, Degeneration and the Irish Revival",01/01/2008,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E003494/1,18749.0
MRC,Dept of Medicine,Simvastatin in Pulmonary Hypertension,01/04/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0400511,176270.0
NERC,Plant Pest & Disease,A UK Network for Environmental and Food Virology,01/04/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=NE/E009026/1,23615.0
ESRC,Chemistry,Amazing Materials,01/03/2008,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=RES-168-26-0169,793.0
MRC,Sir William Dunn Sch of Pathology,Regulation of transcription and replication of the influenza A virus genome,01/01/1998,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=G9523972,2624450.0
BBSRC,Warwick HRI,608: Epigenetic control of plant development,01/04/2007,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=BBS/E/H/00JG0371,139489.0
MRC,Unlisted,Combining molecular imaging of gene expression and oncolytic adenoviruses for gene therapy against colorectal carcinoma.,01/04/2005,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=G84/6703,217342.0
AHRC,History,The New Party,01/01/2008,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F001347/1,16705.0
ESRC,"Environment, Education and Development",Keeping Open the Door to Mathematically-Demanding F&amp;HE Programmes,01/01/2006,31/03/2008,Closed,https://gtr.ukri.org:443/projects?ref=RES-139-25-0241,262779.0
